© 2000-2026 QIAGEN. All rights reserved.

Analysis Details for My Projects->KKH_SCpops_tagseq->HCC1806_all_contrasts_compiled_noPooled_withshrinkage - 2026-08-10 11:12 AM->matched_F_C2C4_vs_MPV_lfc
Workspace	My Projects
Project	KKH_SCpops_tagseq
Analysis	matched_F_C2C4_vs_MPV_lfc
Date	Mon Aug 10 09:12:32 PDT 2026
Analysis ID	43603414

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	0.1
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only relationships where
(confidence = Experimentally Observed) AND
(data sources = An Open Access Database of Genome-wide Association Results OR BIND OR BioGRID OR Catalogue Of Somatic Mutations In Cancer (COSMIC) OR Chemical Carcinogenesis Research Information System (CCRIS) OR Clinical Genome Resource (ClinGen) OR ClinicalTrials.gov OR ClinVar OR Cognia OR DIP OR DrugBank OR Gene Ontology (GO) OR GVK Biosciences OR Hazardous Substances Data Bank (HSDB) OR HumanCyc OR Ingenuity Expert Findings OR Ingenuity ExpertAssist Findings OR IntAct OR Interactome studies OR MIPS OR miRBase OR miRecords OR Mouse Genome Database (MGD) OR Obesity Gene Map Database OR Online Mendelian Inheritance in Man (OMIM) OR Reactome OR TarBase OR TargetScan Human OR TargetScan Mouse)

Canonical Pathways for My Projects->KKH_SCpops_tagseq->HCC1806_all_contrasts_compiled_noPooled_withshrinkage - 2026-08-10 11:12 AM->matched_F_C2C4_vs_MPV_lfc
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
FBXO11	enzyme	0.048	3	 	 	-0.170	4.41E-29	8.10E-03	AKT (family),CDH1,ERK1/2 (family),FBXO11,HNRNPA2B1,MTOR,MUC1,NOTCH2,P38 MAPK (family),SMAD1/5 (family),SMAD2,SNAI1,SP1,TAFAZZIN,TGFBR1,YAP1	ADH5,ADRM1,AFAP1-AS1,ANKRD52,APLP2,AQP3,ARL4C,ATF4,ATP5PB,AURKB,B2M,BAD,BCAM,CAD,CALR,CAPN2,CASP4,CCND1,CD55,CD99,CDC25B,CDK4,CDKN1A,CKLF,CKMT1B,CLDN1,CLDN11,CLDN7,COL4A1,CST3,CTSB,CTSD,CUX1,CYP1B1,DDAH1,DHCR24,DIAPH1,DLAT,DSTN,EGLN1,EGR1,EI24,EIF3A,EIF4EBP1,EMP1,ENO1,EPAS1,F3,FABP4,FABP5,FADD,FASN,FDX1,FGFR3,FST,FSTL3,FTL,G6PD,GLG1,GLTP,GLUD1,GPAA1,GPC1,GSN,HLA-E,HM13,HSPB1,ID1,IFI44,IGFBP4,IRAK1,ITGB1,ITM2B,JUND,JUP,KLF5,KRT13,KRT17,KRT4,KRT6A,LAMA3,LAMB3,LAMC1,LAMC2,LY6E,MAZ,MDH1,MGST1,MISP,MMP1,MRPS12,MT2A,MYH9,NAP1L1,NDRG1,NDUFB8,NDUFV1,PABPC1,PAWR,PFN1,PKM,PMEPA1,PPIA,PPIB,PSMA6,PSMA7,PSMB4,PSMB6,PTGES,PTTG1IP,PYGB,RAB31,RN7SL1,RNASEH2C,RNF40,S100A6,SDHB,SERBP1,SERPINB2,SERPINB5,SH3PXD2A,SLC25A5,SLC7A6,SP3,SPINT2,SREBF1,STT3A,TAPBP,TGFBI,TGFBR2,TPM1,TRIB1,TSPO,TTYH3,UACA,UBE2L6,UBE2V2,YAP1	138 (16)	15	 	 	 	 	SNAI1	 	 	 	 	
NODAL RECEPTOR (complex)	complex	 	3	 	 	-1.869	8.23E-29	2.77E-02	ACVR2B,AKT (family),AR,CRIPTO,ERBB4,ERK1/2 (family),ERN1,GSK3B,INHBA,JNK (family),MMP14,MTOR,NODAL RECEPTOR (complex),SKIL,SMAD2,SP1,SRC,STAT3,TGFB1,TGFBR1	ABCF1,ADH5,ADI1,AFAP1-AS1,APLP2,AQP3,ARL4C,ATP5PB,B2M,BAD,BCAM,BCAT1,BDH1,BOP1,BSG,CAD,CALB1,CALD1,CALR,CALU,CAPN2,CBR3,CD99,CDC25B,CDK2AP1,CDKN1A,CFL1,CHPT1,CKMT1B,CLDN1,CLSTN1,CNN2,COL12A1,COX6C,COX7B,CSRP2,CTSB,CTSD,CUL5,CUX1,DAAM1,DIAPH1,DNAJC19,DST,ECHS1,EDEM1,EED,EGLN1,EIF3A,EIF4EBP1,EMP1,ENO1,EPAS1,EPHX1,EPPK1,F2RL1,FABP4,FABP5,FBL,FDX1,FERMT1,FGFR3,FKBP2,FKBP8,FOSL2,FSTL3,FTL,G6PD,GAL,GAPDH,GIPC1,GLG1,GLTP,GNB4,GNL1,GPAA1,HM13,HNRNPA1,HNRNPC,HNRNPH1,HSF1,HSPA1A,HSPB1,ID1,ID3,IFI30,IGFBP3,IGFBP4,IMPDH2,IRAK1,IRF3,ITGB1,JUP,KRT14,KRT17,KRT4,LAMA3,LAMB3,LAMC2,LSM6,LSR,LY6E,MAZ,MCCC2,MCM2,MDH1,MELK,MLXIP,MRPS33,MT2A,MYH9,MYO1C,NAP1L1,NDUFB8,NDUFV1,NPM1,NQO1,NUDT21,OTUB1,PABPC1,PARK7,PDLIM1,PDXK,PFN1,PIM3,PKM,PLAAT3,PLOD1,PNPLA2,PPIB,PPP3CA,PRDX3,PRKCA,PSMB6,PTK2,PTPN2,PTTG1IP,PVR,PYGB,RAB31,RAB6A,RACGAP1,RHOD,RN7SL1,RPL29,S100A6,S100A8,SDHB,SEC11A,SLC20A1,SLC25A5,SLC7A1,SLC7A6,SLK,SNRPB2,SPCS2,SQSTM1,SREBF1,SRM,SRSF3,STT3A,TAPBP,TFAP2A,TGFBI,TGFBR2,TIMM13,TIMP3,TMOD3,TMSB4X,TPM1,TRIB1,TRIM16,TRIM28,TSPO,TTYH3,TUBB2A,VSIR,YAP1,ZNF518A	179 (20)	17	 	 	 	 	 	 	 	 	 	
DEK:TFAP2A homodimer:APOE gene	complex	 	3	Inhibited	 	-2.021	1.19E-28	3.00E-02	ADAM17,AKT (family),APOE,CD44,CREB1,DEK,DEK:TFAP2A homodimer:APOE gene,GRIN2A,GSK3B,HMGCR,JNK (family),MAPK1,MAPK14,MMP9,P38 MAPK (family),PI3K (complex),PRKACA,RELA,SP1,SP3,TCR (complex),TFAP2A	AFAP1-AS1,AHR,ALCAM,APLP2,APP,AQP3,ATP5MG,ATP5PB,B2M,BAD,BCAM,BCAT1,BDH1,BSG,CAD,CALR,CAPN2,CCNA1,CD55,CD99,CDK1,CGREF1,CLIC1,COMMD6,COMT,COX17,CTSB,CTSD,DBI,DDAH1,DHCR24,DIAPH1,DLAT,ECI2,EGLN1,EGR1,EHD2,EIF4EBP1,EMP1,ENDOD1,ENO1,EPAS1,F2RL1,FABP5,FADD,FASN,FBL,FDX1,FOSL2,GAL,GFOD1,GLTP,GLUD1,GPC1,HLA-C,HLA-E,HM13,HSF1,HSPA1A,HSPA8,HSPB1,ID1,IFI44,INHBB,INSR,IRF3,ITGB1,JPT1,JUND,KRT13,KRT14,KRT17,KRT4,KRT6A,LAD1,LAMA3,LAMB3,LAMC1,LAMC2,LGALS1,LGMN,LY6E,MAPK9,MAZ,MDH1,MEST,MYH9,NDRG1,NDUFB8,NDUFV1,NFE2L3,NFKBIA,NRN1,P4HB,PABPC1,PCNA,PDXK,PFN1,PGD,PLXNB2,POLR2L,PPIA,PRELID1,PRMT5,PRNP,PSAP,PSMB8,PTGES,PTK2,PTTG1IP,RN7SL1,RNH1,RPL18A,RPL22,RPL23A,RPL29,RPL30,RPL31,RPL37,RPL4,RPL6,RPL9,RPS15,RPS16,RPS29,RPS3,RPS3A,RPS5,S100A8,SDHB,SERINC2,SERPINB5,SERTAD1,SLC25A5,SLC39A4,SLC3A2,SLPI,SQSTM1,SRXN1,SSR4,STT3A,TFAM,TIMP3,TMBIM1,TMSB4X,TNFAIP2,TPM1,TRIB1,TSPO,TTYH3,UBE2L6,YAP1,ZYX	153 (22)	21	 	 	 	 	 	 	 	 	 	
NRG (family)	group	 	2	 	 	-1.095	1.38E-28	9.80E-03	AKT (family),EGFR,ERBB2,ERBB3,ERBB4,ERK (family),ERK1/2 (family),HRAS,MAPK1,MAPK7,MAPK8,MEK (family),NRG (family),NRG1,NRG4,P38 MAPK (family),P70 S6K (family),PI3K (complex),PREX1,ZHX2	ADGRG1,AGO2,ALDH1A3,ANXA6,AQP3,ATF4,ATP5F1D,ATP5MC3,ATP5PB,B2M,B4GALT1,BAD,BCAM,BSG,CAD,CALR,CASP4,CBX3,CCNG1,CD151,CD55,CD81,CDC25B,CGREF1,CLPTM1L,COX7B,COXFA4,CSRP2,CTSB,CTSD,CTTN,DAAM1,DDAH1,DHCR24,DSP,EEF1A1,EEF2,EIF3D,EIF4EBP1,ENDOD1,ENO1,EPAS1,F2RL1,FABP5,FADD,FBL,FST,FSTL3,FTH1,G6PD,GFOD1,GLUD1,GPAA1,GTF3A,HLA-C,HLA-E,HM13,HNRNPA1,HNRNPH1,HSF1,HSPE1,IFI44,IGFBP4,INSR,ITGB1,JUND,JUP,KRT13,KRT6A,LAD1,LAMA3,LAMB3,LAMC2,LY6E,MCM2,MCM8,MLXIP,MT2A,NAPRT,NDRG1,NDUFA7,NDUFB8,NDUFB9,NDUFV1,NFKBIA,NQO1,NRN1,P4HB,PABPC1,PDLIM1,PKM,PMEPA1,POLR2J2/POLR2J3,POLR2L,PPIA,PRMT5,PRNP,PSMB3,PSMB4,PSMB8,PTGES,PTK2,PYGB,RAB31,RBBP7,RFC5,RHOD,RN7SL1,RPL30,RPL37,RPLP1,RPS3,S100A6,SDHB,SERBP1,SERPINB2,SFN,SLC7A1,SLK,SLPI,SNRPG,SP3,SPINT2,SQSTM1,STMN1,STT3A,SUN1,TAPBP,TCOF1,TIMP3,TMSB4X,TOP1MT,TSPAN1,TTYH3,UBE2L6,USF2,USP14,VSIR,XRN2,YAP1,ZFP36L2	141 (20)	19	 	 	 	EGFR,ERBB (family),ERBB3,HRAS,P70 S6K (family),ZHX2	PREX1	 	 	 	 	
KNG1	other	 	2	 	 	-0.570	1.42E-28	4.44E-02	ADCY (family),AKR1B1,AKT1,CDC42,CHUK,EGFR,ELK1,ERK (family),ERK1/2 (family),GJA1,HRAS,IKBKB,JNK (family),KNG1,MAPK1,MAPK3,MAPT,MEK (family),MET,NFKB (complex),NFKBIA,NOS3,NRAS,PI3K (complex),PKC (family),PLAU,PTPN11,RAC1,RAF1,RAS (family),RPS6KB1,SHC1,SRC,TRPA1,TRPM8	ADH5,AGO2,AHR,AKR1C1,ALDH1A3,AMIGO2,ANXA6,ANXA8,APP,AQP3,ATF4,ATP5MC3,AURKB,B2M,BAD,BSG,CAD,CALB1,CALD1,CALR,CASP4,CBR3,CBX3,CCNA1,CCND1,CCNG1,CD55,CD81,CD99,CDC25B,CDC42EP1,CDK1,CGREF1,COL4A1,CSRP2,CTTN,CYP1B1,DDAH1,DHCR24,DIAPH1,ECHS1,EGLN1,EIF3A,EIF3D,ENDOD1,ENO1,EPAS1,EPHX1,F2RL1,FABP5,FBL,FGFR3,FTH1,FTL,FXYD5,G6PD,GFOD1,GLUD1,GPC1,GPX2,GSN,HLA-C,HLA-E,HNRNPH1,HNRNPL,HSPA8,HSPE1,ID3,IFI44,IGFBP3,IGFBP4,IRAK1,IRF3,IRF6,ITM2B,JUND,KLF5,KRT13,KRT14,LGALS1,LIMA1,LY6E,MCM8,MDH1,MEST,MYH9,NDRG1,NDUFA5,NDUFB8,NOP56,NPM1,NRN1,P4HB,PABPC1,PAK1,PARK7,PAWR,PCDH7,PDLIM1,PERP,PHLDA3,PKM,PLEC,PLK2,PMEPA1,PNPLA2,PPIA,PRKCA,PRMT5,PRNP,PSMB3,PSMB4,PTGES,PVR,RAB31,RBBP7,RPL30,RPL37,RPL8,RPLP1,RPS3,S100A6,S100A8,SDHB,SEMA3C,SERBP1,SERPINB2,SERPINB5,SFN,SLC3A2,SLC7A1,SNRPG,SNX10,SP3,SPRR1B,SREBF1,STMN1,SUB1,TAPBP,TCHP,TCOF1,TFAM,TGFBR2,TNFAIP2,TPM1,UACA,UBE2L6,VCP,VSIR,XRN2,ZFP36L2	151 (35)	35	cuprizone	 	 	AKR1B1,ASIC1,EGFR,FOS,HRAS,phosphatidic acid,RAF1,RPS6KB1,SHC (family)	CCND1,KLKB1,TRPM8	 	 	 	 	
SOX17:TFAP2C:TFAP2C gene	complex	 	3	 	 	-0.557	1.47E-28	1.10E-03	BMPR2,DNA METHYLTRANSFERASE (family),EGFR,ERK (family),NFKB (complex),SOX17,SOX17:TFAP2C:TFAP2C gene,TFAP2C,YAP1	AGO2,AHR,AKR1C1,AKR1C2,ALCAM,ALDH1A3,ANKRD52,APLP2,ATF4,AURKB,B4GALT1,BSG,CAD,CALB1,CASP4,CBR3,CBX3,CCND1,CD99,CDC25B,CDK1,CDKN1A,CGREF1,CKLF,CLDN1,COL4A1,COX17,CST3,CTSD,CTTN,CYP1B1,DDAH1,DSTN,EDEM1,EHD2,EI24,EIF3D,EPAS1,EPHA2,F2RL1,FABP4,FABP5,FASN,FBL,FOSL2,FST,FTH1,FTL,G6PD,GPAA1,GPC1,GPX2,GSN,H1-2,HLA-E,HNRNPA1,HNRNPA2B1,HNRNPH1,HSPA5,HSPB1,HSPE1,ID1,IGFBP3,IGFBP4,IRF3,ITM2B,JUND,JUP,KRT17,LAMC1,MISP,MMP1,MRPS12,MT2A,MYH9,NAP1L1,NDRG1,NDUFB8,NQO1,PABPC1,PAWR,PCNA,PIM3,PMEPA1,PPIA,PRMT5,PRNP,PSMB3,PSMB4,PSMB6,PSMB8,PTGES,PTK2,RAB31,RBBP7,RNASEH2C,SDHB,SERBP1,SERPINB2,SFN,SH3PXD2A,SLC7A1,SLC7A6,SLPI,SP3,SPINT2,SREBF1,TCOF1,TGFBR2,TIMP3,TNFAIP2,TPM1,UACA,VSIR,XRN2,YAP1	116 (9)	8	 	 	 	TFAP2C	 	 	 	 	 	
CYTH2	other	0.000	3	 	 	-0.349	1.80E-28	1.81E-02	ADCY (family),AKT1,AMPK (complex),AR,ARF1,ARF6,BCL2,CDC25A,CHUK,CREB (family),CREB1,CYTH2,E2F (family),EGF,EGFR,EIF4E,ERBB2,ERF,ERK (family),ERK1/2 (family),FOXO1,GATA4,GLI2,HRAS,HSF1,IKBKB,LIN28A,LPL,MAP2K1,MAP2K4,MAPK1,MAPK3,MAPK8,MAPK9,MMP2,MMP9,MYOD1,NCOR2,NFATC1,NFE2L2,NFKB (complex),RAC1,RAF1,RPS6KA1,RUNX2,SP1,STK11,YWHAZ	ABL2,ADGRG1,ADH5,AFAP1-AS1,AHR,AHSA1,AKR1C1,ANXA6,ANXA8,ATP5F1C,ATP5F1D,ATP5MC2,ATP5MC3,ATP5ME,AURKB,B4GALT1,BAD,BOP1,C8orf33,CALB1,CALD1,CALR,CALU,CBR3,CBX3,CCNA1,CCND1,CD81,CDC42EP1,CDKN1A,CGREF1,CHD3,CHORDC1,CHPT1,CLDN11,CLDN7,CLSTN1,COL12A1,COL17A1,COL4A1,COMT,COX17,COX7B,COXFA4,CSRP2,CTSB,CUX1,DAAM1,DDAH1,DNAJC19,DSP,DSTN,ECHS1,EDEM1,EGR1,EIF3A,EIF3D,EIF3G,EIF4EBP1,EMP1,ENDOD1,ENO1,EPDR1,EPHX1,EPPK1,F2RL1,F3,FABP5,FAM83D,FBL,FDX1,FLRT2,FXYD5,GAL,GAPDH,GFOD1,GFUS,GIPC1,GLTP,GNB4,GPAA1,GPS1,GPX2,GSN,GTF3A,HLA-C,HLA-E,HNRNPA1,HNRNPA2B1,HNRNPA3,HNRNPF,HNRNPH1,HNRNPL,HSPA1A,HSPA5,HSPB1,HSPE1,ID3,IGFBP3,ITM2B,JPT1,JUND,JUP,KLK5,KRT13,KRT4,KRT6A,LAD1,LAMA3,LGALS1,LIMA1,LSM6,MAPK9,MAZ,MCCC2,MCM8,MDH1,MEST,METAP2,MGST1,MGST3,MLXIP,MMP1,MRPL20,MRPS33,NAP1L1,NAPRT,NDUFA11,NDUFA13,NDUFB9,NFE2L3,NOP56,NQO1,P4HB,PAWR,PCNA,PDLIM1,PDXK,PFN1,PGD,PI3,PIM3,PLAAT3,PLEC,POLR2J2/POLR2J3,POLR2L,PPFIBP1,PPIB,PPP2R1A,PRDX3,PRMT5,PSMA6,PSMA7,PSMD7,PYCR2,PYGB,RFC5,RHOD,RNH1,RPL18,RPL22,RPL29,RPL30,RPL37,RPLP1,RPS16,RPS3,S100A6,S100A8,SEMA3C,SERBP1,SERINC2,SERPINB2,SERTAD1,SFN,SLC25A5,SLC3A2,SLC6A8,SLC7A8,SNRPA,SNX10,SP3,SPINT2,SPRR1B,SPTAN1,SRM,SRXN1,SSR4,SUN1,TACC3,TCOF1,TFAP2A,TGFBI,TMBIM1,TOP1MT,TRA2B,TSPAN1,TSPO,TUBB2A,UACA,UBC,USF2,VCP,XRN2,ZFP36L2	205 (48)	46	dihydrotestosterone,MYC,MYO5A	 	 	RAF1	 	 	 	 	 	
SBI-0206965	chemical drug	 	3	 	 	0.000	1.93E-28	3.05E-02	26S PROTEASOME (complex),ACACA,AKT (family),AKT1,AMPK (complex),BECN1,CAV1,E2F1,ERK (family),ERK1/2 (family),FLCN,FOXO3,GPX4,HIF1A,HMGCR,HNF4A,HRAS,IRS1,ITGB1,ITGB3,JNK (family),MAPK1,MAPK14,NFE2L2,NFKB1,NFKB2,NFKBIA,NOS (family),NOS3,NR1H4,NR3C1,P38 MAPK (family),P70 S6K (family),PI3K (complex),PNPLA2,PP2A (complex),PPP2CA,PRKAA (family),PRKAA1,PRKAA2,PRKAB1,PRKAG1,PRKN,RELA,RELB,SBI-0206965,SDCBP,STIM1,ULK1,ULK2,YAP1	ADGRG1,ADH5,ADRM1,AGO2,AGPAT1,AKR1C1,ALCAM,AMIGO2,ANKRD52,ANXA6,APLP2,AQP3,ATG9A,ATP5F1D,ATP5MC2,ATP5ME,BCAM,BCYRN1,BDH1,BSG,CALB1,CALD1,CALU,CBR3,CCNG1,CD55,CD81,CD99,CDC25B,CDKN1A,CEP57,CFL1,CGREF1,CHORDC1,CHPT1,CKLF,CLDN11,CLIC1,CLPTM1L,CNN2,COX17,COX6C,COXFA4,CSRP2,CST3,CUL5,CYP1B1,DAAM1,DDAH1,DIAPH1,DLAT,DSP,DST,DSTN,EEF1A1,EEF2,EHD2,EIF3G,ENDOD1,EPHA2,ERH,FABP4,FDX1,FH,FXYD5,FYB1,GFOD1,GPAA1,GPC1,GPX2,H1-2,H2AC20,H2BC12,HNRNPA1,HNRNPA2B1,HNRNPL,HSPA5,HSPE1,IFI44,IGFBP4,IMPDH2,INHBB,IRAK1,IRF3,IRF6,ITGB1,ITM2B,JPT1,KLF5,KRT13,KRT17,KRT6A,LAMA3,LCP1,LGALS1,LIMA1,MCM2,MDH1,MGST1,MGST3,MISP,MRPL20,MRPS12,MSRB1,NAE1,NAP1L1,NDUFA1,NDUFA11,NDUFA13,NDUFB4,NDUFB9,NFE2L3,NFKBIA,NUCKS1,P4HB,PAK1,PARK7,PCDH7,PCNA,PDLIM1,PERP,PGD,PIM3,PLAAT3,PLEKHF1,PMEPA1,PPIB,PPP2R1A,PRDX3,PRNP,PSAP,PSMA6,PSMA7,PSMB3,PSMB4,PSMB6,PSMB8,PSMC4,PSMD7,PTGES,PTPA,PTTG1IP,PVR,RACGAP1,RBBP7,RNASEH2C,RPL18,RPL29,RPL30,RPL37,RPL8,RPLP1,RPS16,RPS19,RPS3,RPS5,RRP1B,SDHB,SEMA3C,SERPINB5,SETD5,SFN,SH3BGRL3,SH3PXD2A,SLC20A1,SLC39A4,SLC3A2,SLC6A8,SLC7A1,SLC7A6,SLC7A8,SNRPA,SNRPG,SPINT2,SPRR1B,SQSTM1,SREBF1,SRSF3,SRXN1,STMN1,STT3A,TFAM,TGFBR2,TMSB4X,TTYH3,TUBA1B,TUBB2A,UACA,UBE2L6,UPK1B,USP14,VCP,YAP1,ZYX	194 (51)	47	 	 	 	 	 	 	 	 	 	
ESYT1	transporter	-0.160	3	 	 	-0.160	2.02E-28	1.31E-02	AKT (family),AMPK (complex),CD3E,ERK (family),ERK1/2 (family),ESYT1,GAB2,HRAS,IRF3,ITGB1,ITK,JNK (family),LAT,LCK,MAP4K1,MAPK1,MAPK14,MAPK3,MAPK8,MTOR,NFAT (family),NFKB1,NFKBIA,NRAS,P38 MAPK (family),P70 S6K (family),PI3K (complex),PKC (family),PLC GAMMA (family),PLCG2,RAC1,RAF1,RAS (family),RELA,RHOA,SHC1,TCR (complex),VAV1,YAP1,ZAP70	AGO2,AMIGO2,ANKRD52,ANO1,ANXA6,APLP2,AQP3,ARL4C,ATF4,ATP5PB,BAD,BCAM,BCAT1,BSG,CALD1,CCNG1,CD81,CDC42EP1,CKLF,CKMT1B,CLDN1,CLDN11,COL4A1,COX17,CSRP2,CST3,CTSD,CTTN,DAAM1,DDAH1,DHCR24,DIAPH1,DLAT,DSTN,EEF1A1,EEF2,EGLN1,EI24,EIF3A,ENDOD1,ENO1,EPHA2,EPHX1,FABP4,FADD,FBL,FDX1,FGFR3,FTL,G6PD,GFOD1,GLG1,GPAA1,GPC1,HLA-C,HM13,HNRNPA1,HSF1,HSPA8,ID3,IGFBP3,IGFBP4,INHBB,INSR,IRAK1,ITM2B,JUND,KRT13,KRT6A,LAMA3,LAMC1,LAMC2,LGALS1,LIMA1,LY6E,MAPK9,MCM2,MCM8,MDH1,MEST,MISP,MRPS12,MT2A,MYH9,NAP1L1,NDRG1,NDUFB8,NDUFV1,NOP56,NPM1,NRN1,NXT1,OTUB1,PAK1,PARK7,PERP,PFN1,PHLDA3,PLEC,PMEPA1,PPIA,PPIB,PRELID1,PRKCA,PRMT5,PRNP,PSMB6,PTTG1IP,PVR,PYGB,RAB31,RN7SL1,RNASEH2C,RPL18A,RPL22,RPL23A,RPL30,RPL31,RPL37,RPL4,RPL6,RPL8,RPL9,RPLP1,RPS15,RPS16,RPS3,RPS3A,S100A6,S100A8,SDHB,SEMA3C,SERPINB5,SFN,SH3PXD2A,SLC39A4,SLC3A2,SLC6A8,SLC7A6,SLPI,SNRPG,SPINT2,SSR4,STMN1,STT3A,TAPBP,TCOF1,TIMP3,TMSB4X,TPM1,TRA2A,TTYH3,UACA,UBE2L6,XRN2,ZFP36L2	156 (40)	37	GNB1,SCARB2	FN1,PAX3-FOXO1	 	 	LAT	 	 	 	 	
4-(benzylamino)-2-((2-(3-chloro-4-hydroxyphenyl)ethyl)amino)pyrimidine-5-carboxamide	chemical reagent	 	3	 	 	-0.069	2.78E-28	4.63E-02	4-(benzylamino)-2-((2-(3-chloro-4-hydroxyphenyl)ethyl)amino)pyrimidine-5-carboxamide,ADAR,AKT (family),BATF,BCL2,BCR-ABL1,CALMODULIN (family),CCR2,CDC42,CDKN1B,EGFR,ERBB2,ERK (family),ERK1/2 (family),FOXP3,GAB2,GTF2I,HOXA10,HRAS,IFNG,IFNGR1,IL4,IRF8,IRS1,IRS2,JAK1,JAK2,LEPR,MAPK14,NFKB1,P38 MAPK (family),PI3K (complex),PPARG,PTPN11,PTPN6,RAC1,RAF1,RAPGEF1,RAR (family),RAS (family),RELA,RHOA,SP1,STAT4,STAT4 DIMER (complex),STAT5B,STAT6,TGM2	ABLIM1,ADGRG1,ADH5,AFAP1-AS1,AGO2,AGPAT1,AGTRAP,AKR1C1,AKR1C2,ALCAM,ALG3,AMIGO2,ANO1,AQP3,ARPP19,ATP5F1C,ATP5F1D,ATP5MC3,ATP5PB,AURKB,BANF1,BCAM,BCAT1,BCYRN1,BDH1,BSG,CALR,CBX3,CCNA1,CCND1,CCNG1,CD276,CDC42EP1,CDKN1A,CFL1,CHPT1,CKB,CLCN3,CLDN1,CNN2,COL12A1,COX6C,COX7B,COXFA4,CSRP2,CTSB,DAAM1,DHCR24,DIAPH1,DLAT,DSP,ECI2,EEF1A1,EGLN1,EGR1,EIF3D,ENO1,EPHA2,EPHX1,FABP4,FADD,FAM25A,FASN,FBL,FDX1,FERMT1,FKBP2,FLRT2,FSTL3,FYB1,G6PD,GAPDH,GLG1,GLTP,GLUD1,GNB4,GNL1,GPAA1,GSN,GTF3A,H1-0,H1-4,H2AC20,H2AZ1,H3-3B,HIP1R,HM13,HNRNPA1,HNRNPA3,HNRNPF,HNRNPH1,HNRNPL,HSF1,HSPA1A,HSPA8,HSPE1,ICMT,INHBB,ITM2B,JUP,KLF5,KRT4,LAMA3,LAMC1,LAPTM4A,LCP1,LGMN,LSR,MAPK9,MAZ,MCM2,MCM8,MDH1,METAP2,MGST1,MINK1,MLXIP,MT1E,MYH9,NAP1L1,NAPRT,NDUFA11,NDUFA13,NDUFA5,NDUFB1,NDUFB4,NDUFB8,NDUFV1,NECTIN1,NFRKB,NOC2L,NOP56,ORC3,PABPC1,PAK1,PCDH7,PCYOX1,PDLIM1,PERP,PES1,PFN1,PLEC,PLOD1,PLOD3,PMEPA1,PNPLA2,POLR2J2/POLR2J3,POLR2L,PPP3CA,PRDX3,PRKCA,PRMT5,PRNP,PSMA2,PSMA3,PSMA6,PSMB3,PSMB4,PSMB6,PVR,PYGB,RFC5,RHOD,RPL23A,RPL30,RPL37,RPLP1,RPS14,RPS19,RRBP1,S100A6,SEC11A,SEMA3C,SERBP1,SERTAD1,SETD5,SFN,SLC20A1,SLC25A5,SLC39A4,SNRPA,SNRPB2,SNRPG,SP3,SPTAN1,STMN1,STT3A,SUB1,TAPBP,TCOF1,TES,TGFBI,TIMP3,TLE1,TMEM50B,TMSB10,TNFRSF21,TOP1MT,TSPAN1,TSPO,TTYH3,TUBB2A,UBC,UBE2T,UBE2V2,UBL3,USF2,USP14,XRN2,ZFP36L2,ZNRD2	211 (48)	48	 	 	 	 	 	 	 	 	 	
