© 2000-2026 QIAGEN. All rights reserved.

Analysis Details for My Projects->KKH_SCpops_tagseq->HCC1806_all_contrasts_compiled_noPooled_withshrinkage - 2026-08-10 11:12 AM->matched_F_C2C4_vs_MPV_lfc
Workspace	My Projects
Project	KKH_SCpops_tagseq
Analysis	matched_F_C2C4_vs_MPV_lfc
Date	Mon Aug 10 09:12:32 PDT 2026
Analysis ID	43603414

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	0.1
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only relationships where
(confidence = Experimentally Observed) AND
(data sources = An Open Access Database of Genome-wide Association Results OR BIND OR BioGRID OR Catalogue Of Somatic Mutations In Cancer (COSMIC) OR Chemical Carcinogenesis Research Information System (CCRIS) OR Clinical Genome Resource (ClinGen) OR ClinicalTrials.gov OR ClinVar OR Cognia OR DIP OR DrugBank OR Gene Ontology (GO) OR GVK Biosciences OR Hazardous Substances Data Bank (HSDB) OR HumanCyc OR Ingenuity Expert Findings OR Ingenuity ExpertAssist Findings OR IntAct OR Interactome studies OR MIPS OR miRBase OR miRecords OR Mouse Genome Database (MGD) OR Obesity Gene Map Database OR Online Mendelian Inheritance in Man (OMIM) OR Reactome OR TarBase OR TargetScan Human OR TargetScan Mouse)

Canonical Pathways for My Projects->KKH_SCpops_tagseq->HCC1806_all_contrasts_compiled_noPooled_withshrinkage - 2026-08-10 11:12 AM->matched_F_C2C4_vs_MPV_lfc
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
RORA,B,C and NR1D1 (REV-ERBA) regulate gene expression	3.06E-01		3.85E-02	SREBF1	
Glioblastoma Multiforme Signaling	3.1E-01	-1.0	2.81E-02	CCND1,CDK4,CDKN1A,PLCD3,RHOD	
Co-inhibition by BTLA	3.12E-01		3.17E-02	NME4,STK17A	
Triacylglycerol Biosynthesis	3.12E-01		3.17E-02	AGPAT1,LPCAT2	
RAC Signaling	3.13E-01	0.0	2.88E-02	CFL1,ITGB1,PAK1,PTK2	
Bupropion Degradation	3.18E-01		4.00E-02	CYP1B1	
Insulin processing	3.18E-01		4.00E-02	P4HB	
Metabolism of cofactors	3.18E-01		4.00E-02	PTS	
Mitochondrial RNA degradation	3.18E-01		4.00E-02	REXO2	
MSP-RON Signaling Pathway	3.19E-01		3.23E-02	KLK10,KLK5	
Transcriptional and post-translational regulation of MITF-M expression and activity	3.19E-01		3.23E-02	ID1,YWHAZ	
Crosstalk between Dendritic Cells and Natural Killer Cells	3.3E-01		3.06E-02	CAMK2G,HLA-C,HLA-E	
IL-22 Signaling	3.31E-01		4.17E-02	MAPK9	
Inflammasome pathway	3.31E-01		4.17E-02	CTSB	
Putrescine Degradation III	3.31E-01		4.17E-02	ALDH1A3	
Tumoricidal Function of Hepatic Natural Killer Cells	3.31E-01		4.17E-02	FADD	
Endometrial Cancer Signaling	3.35E-01		3.33E-02	BAD,CCND1	
Visual phototransduction	3.35E-01		3.33E-02	METAP2,PRKCA	
Gα12/13 Signaling	3.39E-01		2.99E-02	F2RL1,MAPK9,NFKBIA,PTK2	
Adrenomedullin signaling pathway	3.41E-01	-1.3416407864998738	2.87E-02	BAD,CALML5,MAPK9,PLCD3,PTK2,TFAP2A	
Azathioprine ADME	3.44E-01		4.35E-02	IMPDH2	
Cellular response to mitochondrial stress	3.44E-01		4.35E-02	EIF2S3	
Cysteine Biosynthesis III (mammalia)	3.44E-01		4.35E-02	PRMT5	
Histamine Degradation	3.44E-01		4.35E-02	ALDH1A3	
RAF-independent MAPK1/3 activation	3.44E-01		4.35E-02	CDK1	
Tryptophan Degradation III (Eukaryotic)	3.44E-01		4.35E-02	PARK7	
RUNX1 regulates megakaryocyte differentiation and platelet function	3.49E-01		3.16E-02	H2AC20,H2BC12,H3-3B	
Neuronal Cancer Synapse Signaling Pathway	3.52E-01	0.8164965809277261	2.87E-02	ATF4,IRF3,MMP1,PCDH7,PRKCA,TSPAN1,YAP1	
Synaptic Long Term Depression	3.54E-01	1.0	2.91E-02	PLAAT3,PLCD3,PNPLA2,PPP2R1A,PRKCA,PTPA	
Fatty Acid α-oxidation	3.58E-01		4.55E-02	ALDH1A3	
Pyrimidine Deoxyribonucleotides De Novo Biosynthesis I	3.58E-01		4.55E-02	NME4	
Regulation of TLR by endogenous ligand	3.58E-01		4.55E-02	S100A8	
Acetylcholine Receptor Signaling Pathway	3.58E-01	1.0	2.93E-02	ATF4,CALML5,CAMK2G,CASP4,PLCD3,PRKCA	
PPARα/RXRα Activation	3.58E-01	0.0	2.93E-02	FASN,INSR,NFKBIA,PLCD3,PRKCA,TGFBR2	
TNF signaling	3.6E-01		3.51E-02	FADD,UBC	
ERBB Signaling	3.63E-01		3.23E-02	MAPK9,PAK1,PRKCA	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	3.63E-01		3.23E-02	FYB1,PAK1,PRKCA	
IL-6 Signaling	3.67E-01	1.0	3.10E-02	CSNK2A1,HSPB1,MAPK9,NFKBIA	
ROBO SLIT Signaling Pathway	3.67E-01	-1.0	3.10E-02	APP,CDKN1A,PAK1,TGFBR2	
CD27 Signaling in Lymphocytes	3.69E-01		3.57E-02	MAPK9,NFKBIA	
EGF Signaling	3.69E-01		3.57E-02	CSNK2A1,PRKCA	
Interleukin-3, Interleukin-5 and GM-CSF signaling	3.69E-01		3.57E-02	UBC,YWHAZ	
Endothelin-1 Signaling	3.72E-01		2.97E-02	CASP4,MAPK9,PLAAT3,PLCD3,PNPLA2,PRKCA	
Oxytocin in Brain Signaling Pathway	3.72E-01		2.97E-02	ATF4,CALML5,GNB4,PLAAT3,PNPLA2,PRKCA	
Co-inhibition by CTLA4	3.73E-01		4.76E-02	PPP2R1A	
Formation of the ureteric bud	3.73E-01		4.76E-02	ITGB1	
Endocannabinoid Developing Neuron Pathway	3.73E-01		3.12E-02	ATF4,CCND1,GNB4,MAPK9	
Insulin Receptor Signaling	3.73E-01		3.12E-02	BAD,EIF4EBP1,INSR,PPP1CB	
NF1 RAS Signaling Pathway	3.76E-01	-0.2581988897471611	2.79E-02	ADGRG1,CFL1,F2RL1,FGFR3,GNB4,GPR153,HSF1,HSPA1A,INSR,PAK1,PRKCA,PTK2,SFN,TGFBR2,YWHAZ	
Amino acids regulate mTORC1	3.79E-01		3.64E-02	ATP6V0C,SEC13	
Apelin Liver Signaling Pathway	3.89E-01		5.00E-02	MAPK9	
GABA synthesis, release, reuptake and degradation	3.89E-01		5.00E-02	HSPA8	
Maturation of TCA enzymes and regulation of TCA cycle	3.89E-01		5.00E-02	SDHB	
Methionine Degradation I (to Homocysteine)	3.89E-01		5.00E-02	PRMT5	
Purine Nucleotides Degradation II (Aerobic)	3.89E-01		5.00E-02	IMPDH2	
Receptor-type tyrosine-protein phosphatases	3.89E-01		5.00E-02	PPFIBP1	
Signaling by Hippo	3.89E-01		5.00E-02	YAP1	
Sphingosine-1-phosphate Signaling	3.91E-01		3.20E-02	CASP4,PLCD3,PTK2,RHOD	
TRIM21 Intracellular Antibody Signaling Pathway	3.95E-01	3.0	2.81E-02	IRF3,PSMA2,PSMA3,PSMA6,PSMA7,PSMB3,PSMB4,PSMB6,PSMB8,PSMC4,PSMC6,PSMD7,SQSTM1,UBC,VCP,YAP1	
Xenobiotic Metabolism CAR Signaling Pathway	3.95E-01	-0.3779644730092272	2.99E-02	ALDH1A3,CHST12,MGST1,MGST3,PPP2R1A,PRKCA,PTPA	
Ribotoxic Stress Signaling Pathway	3.98E-01		3.77E-02	HSF1,MAPK9	
Thrombin Signaling	4.04E-01	0.0	3.02E-02	CAMK2G,GNB4,PLCD3,PPP1CB,PRKCA,PTK2,RHOD	
FXR/RXR Activation	4.06E-01	-0.8164965809277261	3.08E-02	FASN,MAPK9,MGST1,MGST3,NQO1,SREBF1	
PDGF Signaling	4.07E-01		3.45E-02	ABL2,CSNK2A1,PRKCA	
Cardiac Hypertrophy Signaling	4.07E-01	-1.6329931618554523	2.99E-02	CALML5,GNB4,HSPB1,MAPK9,PLCD3,PPP3CA,RHOD,TGFBR2	
Estrogen Biosynthesis	4.08E-01		3.85E-02	AKR1C2,CYP1B1	
Renin-Angiotensin Signaling	4.11E-01	1.0	3.28E-02	MAPK9,PAK1,PRKCA,PTK2	
FGF Signaling	4.15E-01		3.49E-02	ATF4,FGFR3,PRKCA	
Assembly of RNA Polymerase II Complex	4.18E-01		3.92E-02	POLR2J2/POLR2J3,POLR2L	
UVC-Induced MAPK Signaling	4.18E-01		3.92E-02	MAPK9,PRKCA	
Activation of NMDA receptors and postsynaptic events	4.23E-01		3.53E-02	CAMK2G,TUBA1B,TUBB2A	
Integrin cell surface interactions	4.23E-01		3.53E-02	BSG,COL4A1,ITGB1	
LPS/IL-1 Mediated Inhibition of RXR Function	4.23E-01		2.99E-02	ALDH1A3,CHST12,FABP4,FABP5,IRAK1,MAPK9,MGST1,MGST3,SREBF1	
MSP-RON Signaling in Macrophages Pathway	4.24E-01	-1.0	3.33E-02	ATF4,KLK10,KLK5,SBNO2	
Gastrin-CREB signalling pathway via PKC and MAPK	4.24E-01		5.56E-02	PRKCA	
Signaling by NOTCH3	4.29E-01		4.00E-02	TACC3,UBC	
Binding and Uptake of Ligands by Scavenger Receptors	4.31E-01	-2.0	3.36E-02	CALR,COL4A1,FTH1,FTL	
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	4.39E-01		3.61E-02	GAL,NMB,PLCD3	
Antimicrobial peptides	4.4E-01		4.08E-02	PI3,S100A8	
Apelin Muscle Signaling Pathway	4.4E-01		4.08E-02	GNB4,TFAM	
Co-stimulation by CD28	4.4E-01		4.08E-02	PAK1,PPP2R1A	
Retinoate Biosynthesis I	4.4E-01		4.08E-02	AKR1C2,ALDH1A3	
CGRP in Inflammation and Nociception Signaling Pathway	4.4E-01	0.4472135954999579	3.27E-02	ATF4,PLCD3,PPP3CA,PRKCA,YAP1	
FOXO-mediated transcription of cell cycle genes	4.44E-01		5.88E-02	CDKN1A	
Mechanical load activates signaling by PIEZO1 and integrins in osteocytes	4.44E-01		5.88E-02	ITGB1	
Metabolism of Angiotensinogen to Angiotensins	4.44E-01		5.88E-02	CTSD	
Specification of the neural plate border	4.44E-01		5.88E-02	TFAP2A	
Transcriptional regulation of pluripotent stem cells	4.44E-01		5.88E-02	EPAS1	
Zygotic genome activation (ZGA)	4.44E-01		5.88E-02	YAP1	
Amyotrophic Lateral Sclerosis Signaling	4.45E-01	2.0	3.42E-02	CAPN2,PAK1,PPP3CA,SSR4	
Cholecystokinin/Gastrin-mediated Signaling	4.45E-01	0.0	3.42E-02	MAPK9,PRKCA,PTK2,RHOD	
Type II Diabetes Mellitus Signaling	4.46E-01	1.0	3.29E-02	INSR,MAPK9,NFKBIA,PKM,PRKCA	
ER-Mitochondrial Communication Signaling Pathway	4.48E-01		3.66E-02	APP,CSNK2A1,PRELID1	
G alpha (z) signalling events	4.51E-01		4.17E-02	GNB4,PRKCA	
Xenobiotic Metabolism PXR Signaling Pathway	4.53E-01	0.3779644730092272	3.15E-02	ALDH1A3,CAMK2G,CHST12,MGST1,MGST3,PPP1CB,PRKCA	
Role of JAK family kinases in IL-6-type Cytokine Signaling	4.56E-01		3.70E-02	CCND1,MAPK9,MMP1	
RHOGDI Signaling	4.64E-01	0.4472135954999579	3.18E-02	CFL1,GNB4,ITGB1,MYH9,PAK1,PRKCA,RHOD	
Caspase activation via Death Receptors in the presence of ligand	4.65E-01		6.25E-02	FADD	
Extrinsic Prothrombin Activation Pathway	4.65E-01		6.25E-02	F3	
Glutaryl-CoA Degradation	4.65E-01		6.25E-02	PARK7	
Mismatch Repair	4.65E-01		6.25E-02	PCNA	
Platelet Adhesion to exposed collagen	4.65E-01		6.25E-02	ITGB1	
Rap1 signalling	4.65E-01		6.25E-02	YWHAZ	
IL-7 Signaling Pathway	4.74E-01		3.80E-02	BAD,CCND1,PTK2	
Calcium Signaling	4.75E-01		3.21E-02	ATF4,CALML5,CALR,CAMK2G,MYH9,PPP3CA,TPM1	
Arachidonate metabolism	4.75E-01		4.35E-02	CYP1B1,GPX2	
MIF Regulation of Innate Immunity	4.75E-01		4.35E-02	MAPK9,NFKBIA	
Role of IL-17F in Allergic Inflammatory Airway Diseases	4.75E-01		4.35E-02	ATF4,RPS6KA4	
Protein Sorting Signaling Pathway	4.78E-01	0.8164965809277261	3.30E-02	ARCN1,CLINT1,CLTB,SEC13,SNX10,SNX19	
Meiotic synapsis	4.84E-01		3.85E-02	H2AC20,H2BC12,SUN1	
NF-κB Activation by Viruses	4.84E-01		3.85E-02	ITGB1,NFKBIA,PRKCA	
SUMOylation of DNA damage response and repair proteins	4.84E-01		3.85E-02	MDC1,NUP107,SEC13	
Bile acid and bile salt metabolism	4.88E-01		4.44E-02	AKR1C1,AKR1C2	
Carboxyterminal post-translational modifications of tubulin	4.88E-01		4.44E-02	TUBA1B,TUBB2A	
Leukotriene Biosynthesis	4.88E-01		6.67E-02	MGST3	
Regulation of cholesterol biosynthesis by SREBP (SREBF)	4.88E-01		6.67E-02	SREBF1	
Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	4.88E-01		6.67E-02	PTGES	
Urate Biosynthesis/Inosine 5'-phosphate Degradation	4.88E-01		6.67E-02	IMPDH2	
YAP1- and WWTR1 (TAZ)-stimulated gene expression	4.88E-01		6.67E-02	YAP1	
Pancreatic Secretion Signaling Pathway	4.88E-01	0.7071067811865475	3.19E-02	ANO1,DIAPH1,EIF4EBP1,GPAA1,PLCD3,PPP1CB,PRKCA,YKT6	
RBP4 in Immune and Metabolic Regulation Signaling Pathway	4.9E-01	0.0	3.60E-02	ATF4,CCND1,INSR,MAPK9	
Toll-like Receptor Signaling	4.93E-01		3.90E-02	IRAK1,NFKBIA,UBC	
α-Adrenergic Signaling	4.98E-01		3.64E-02	CALML5,GNB4,PRKCA,PYGB	
Netrin-1 signaling	5.01E-01		4.55E-02	ABLIM1,PTK2	
Pyrimidine Ribonucleotides De Novo Biosynthesis	5.01E-01		4.55E-02	CAD,NME4	
Retinoid metabolism and transport	5.01E-01		4.55E-02	AKR1C1,GPC1	
TBC/RABGAPs	5.01E-01		4.55E-02	RAB6A,TBC1D20	
Plasma lipoprotein assembly, remodeling, and clearance	5.03E-01		3.95E-02	LSR,P4HB,UBC	
Choline Biosynthesis III	5.12E-01		7.14E-02	CHPT1	
Colanic Acid Building Blocks Biosynthesis	5.12E-01		7.14E-02	GFUS	
Formation of axial mesoderm	5.12E-01		7.14E-02	YAP1	
Role of IL-17A in Psoriasis	5.12E-01		7.14E-02	S100A8	
Tryptophan catabolism	5.12E-01		7.14E-02	SLC3A2	
Phospholipases	5.13E-01		4.00E-02	PLAAT3,PLCD3,PNPLA2	
S100 Family Signaling Pathway	5.14E-01	-0.4472135954999579	2.92E-02	ADGRG1,APP,ATF4,ATP5F1C,ATP5F1D,BSG,CALML5,CAMK2G,CDKN1A,CTSD,F2RL1,FGFR3,GPR153,IRAK1,IRF3,MAPK9,MMP1,MYH9,PLCD3,PRKCA,S100A6,S100A8,TPM1	
B Cell Activating Factor Signaling	5.14E-01		4.65E-02	MAPK9,NFKBIA	
Intrinsic Prothrombin Activation Pathway	5.14E-01		4.65E-02	KLK10,KLK5	
Vasopressin regulates renal water homeostasis via Aquaporins	5.14E-01		4.65E-02	AQP3,GNB4	
Breast Cancer Regulation by Stathmin1	5.18E-01	-0.5	2.98E-02	ADGRG1,ATF4,AURKB,CAMK2G,CCND1,CDK1,CDK4,F2RL1,GNB4,GPR153,PAK1,PPP1CB,PPP2R1A,PRKCA,PTPA,STMN1,TUBA1B,TUBB2A	
Thioredoxin Signaling Pathway	5.23E-01		4.05E-02	F3,MAPK9,PRDX3	
Activation of gene expression by SREBF (SREBP)	5.28E-01		4.76E-02	FASN,SREBF1	
April Mediated Signaling	5.28E-01		4.76E-02	MAPK9,NFKBIA	
Replacement of protamines by nucleosomes in the male pronucleus	5.28E-01		4.76E-02	H2BC12,H3-3B	
Growth Hormone Signaling	5.33E-01		4.11E-02	IGFBP3,PRKCA,RPS6KA4	
SUMOylation of chromatin organization proteins	5.33E-01		4.11E-02	CHD3,NUP107,SEC13	
Cholesterol Biosynthesis I	5.39E-01		7.69E-02	DHCR24	
Cholesterol Biosynthesis II (via 24,25-dihydrolanosterol)	5.39E-01		7.69E-02	DHCR24	
Cholesterol Biosynthesis III (via Desmosterol)	5.39E-01		7.69E-02	DHCR24	
Dissolution of Fibrin Clot	5.39E-01		7.69E-02	SERPINB2	
Dolichyl-diphosphooligosaccharide Biosynthesis	5.39E-01		7.69E-02	ALG3	
Glycogen Degradation III	5.39E-01		7.69E-02	PYGB	
Mitochondrial iron-sulfur cluster biogenesis	5.39E-01		7.69E-02	FDX1	
Passive transport by Aquaporins	5.39E-01		7.69E-02	AQP3	
SUMOylation of immune response proteins	5.39E-01		7.69E-02	NFKBIA	
DAG and IP3 signaling	5.42E-01		4.88E-02	CAMK2G,PRKCA	
Mechanisms of Viral Exit from Host Cells	5.42E-01		4.88E-02	CHMP2A,PRKCA	
Signaling by FGFR4	5.42E-01		4.88E-02	PPP2R1A,UBC	
tRNA processing in the mitochondrion	5.42E-01		4.88E-02	MT-TE,MT-TP	
Adipogenesis pathway	5.43E-01	-0.4472135954999579	3.62E-02	FABP4,FGFR3,KLF5,RBBP7,SREBF1	
UVA-Induced MAPK Signaling	5.48E-01		3.85E-02	MAPK9,PLCD3,PRKCA,RPS6KA4	
Glioma Invasiveness Signaling	5.55E-01		4.23E-02	PTK2,RHOD,TIMP3	
Cilium Assembly	5.56E-01	-0.3779644730092272	3.43E-02	ARL3,CDK1,CEP57,MKKS,PPP2R1A,TUBA1B,TUBB2A	
Dopamine Degradation	5.57E-01		5.00E-02	ALDH1A3,COMT	
GPER1 signaling	5.57E-01	0.0	3.88E-02	GNB4,ITGB1,NME4,STK17A	
GM-CSF Signaling	5.66E-01		4.29E-02	CAMK2G,CCND1,PPP3CA	
Assembly of RNA Polymerase I Complex	5.69E-01		8.33E-02	TAF1D	
GP1b-IX-V activation signalling	5.69E-01		8.33E-02	YWHAZ	
Ketogenesis	5.69E-01		8.33E-02	BDH1	
Ketolysis	5.69E-01		8.33E-02	BDH1	
Peptide hormone biosynthesis	5.69E-01		8.33E-02	INHBB	
Purine Nucleotides De Novo Biosynthesis II	5.69E-01		8.33E-02	IMPDH2	
Vitamin D (calciferol) metabolism	5.69E-01		8.33E-02	LGMN	
Pulmonary Healing Signaling Pathway	5.69E-01	1.6329931618554523	3.47E-02	CCND1,CFL1,MAPK9,MMP1,NFKBIA,PRKCA,YAP1	
Gαq Signaling	5.7E-01		3.57E-02	CALML5,GNB4,NFKBIA,PPP3CA,PRKCA,RHOD	
FLT3 Signaling	5.72E-01		5.13E-02	ABL2,UBC	
SUMOylation of ubiquitinylation proteins	5.72E-01		5.13E-02	NUP107,SEC13	
Neuroprotective Role of THOP1 in Alzheimer's Disease	5.74E-01		3.73E-02	APP,HLA-C,HLA-E,KLK10,KLK5	
Cell Cycle: G1/S Checkpoint Regulation	5.77E-01		4.35E-02	CCND1,CDK4,CDKN1A	
Chromatin modifications during the maternal to zygotic transition (MZT)	5.77E-01		4.35E-02	H2AC20,H2BC12,H3-3B	
Sensory processing of sound by inner hair cells of the cochlea	5.77E-01		4.35E-02	MYH9,MYO1C,SPTAN1	
Epigenetic regulation of gene expression by MLL3 and MLL4 complexes	5.82E-01	-2.23606797749979	3.76E-02	FABP4,H2AC20,H2BC12,H3-3B,PNPLA2	
IL-27 Signaling Pathway	5.82E-01	0.0	3.76E-02	AHR,B2M,HLA-C,HLA-E,IRF3	
fMLP Signaling in Neutrophils	5.82E-01		3.76E-02	CALML5,GNB4,NFKBIA,PPP3CA,PRKCA	
Inhibition of Matrix Metalloproteases	5.88E-01		5.26E-02	MMP1,TIMP3	
Metabolism of steroid hormones	5.88E-01		5.26E-02	FDX1,TSPO	
Methylglyoxal Degradation III	5.88E-01		5.26E-02	AKR1C1,AKR1C2	
TWEAK Signaling	5.88E-01		5.26E-02	FADD,NFKBIA	
Alpha-protein kinase 1 signaling pathway	6.01E-01		9.09E-02	UBC	
Glycogen Degradation II	6.01E-01		9.09E-02	PYGB	
Serine metabolism	6.01E-01		9.09E-02	SERINC2	
IL-1 Signaling	6.04E-01		4.08E-02	GNB4,IRAK1,MAPK9,NFKBIA	
Small Cell Lung Cancer Signaling	6.04E-01		4.08E-02	CCND1,CDK4,NFKBIA,PTK2	
Interferon Signaling	6.05E-01		5.41E-02	PSMB8,PTPN2	
Nucleotide Excision Repair Pathway	6.05E-01		5.41E-02	POLR2J2/POLR2J3,POLR2L	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	6.14E-01		3.49E-02	BAD,CALML5,CSNK1A1,GSN,MAPK9,MMP1,NFKBIA,PPP3CA	
TGF-β Signaling	6.14E-01	0.0	4.12E-02	INHBB,MAPK9,PMEPA1,TGFBR2	
Ethanol Degradation II	6.22E-01		5.56E-02	ADH5,ALDH1A3	
Striated Muscle Contraction	6.22E-01		5.56E-02	TMOD3,TPM1	
Neuroinflammation Signaling Pathway	6.24E-01	0.0	3.33E-02	APP,ATF4,B2M,CALB1,HLA-C,HLA-E,IRAK1,IRF3,MAPK9,PPP3CA,TGFBR2	
Non-Small Cell Lung Cancer Signaling	6.25E-01		4.17E-02	BAD,CCND1,CDK4,PRKCA	
RAR Activation	6.25E-01	-0.5773502691896258	3.23E-02	AKR1C2,ALDH1A3,ATF4,CAMK2G,CDKN1A,CSNK2A1,FABP5,IGFBP3,MAPK9,MMP1,NR2F6,RHOD,SMARCD2,TGFBR2	
Activated PKN1 stimulates transcription of AR regulated genes KLK2 and KLK3	6.26E-01		4.62E-02	H2AC20,H2BC12,H3-3B	
Macrophage Alternative Activation Signaling Pathway	6.3E-01	0.0	3.63E-02	ATF4,EIF4EBP1,EPAS1,H3-3B,NFKBIA,RPS6KA4,SREBF1	
NOD1/2 Signaling Pathway	6.3E-01	-0.8164965809277261	3.63E-02	HSPA1A,HSPA5,HSPA8,IRF3,MAPK9,MAVS,NFKBIA	
Ketone body metabolism	6.37E-01		1.00E-01	BDH1	
Neurotransmitter clearance	6.37E-01		1.00E-01	COMT	
Prednisone ADME	6.37E-01		1.00E-01	AKR1C1	
Prostanoid Biosynthesis	6.37E-01		1.00E-01	PTGES	
Opioid Signaling Pathway	6.38E-01	0.7071067811865475	3.41E-02	ATF4,BAD,CALML5,CAMK2G,CLTB,GNB4,NFKBIA,PPP3CA,PRKCA,RPS6KA4	
Glycation Signaling Pathway	6.4E-01	2.1213203435596424	3.56E-02	APP,ATF4,COL4A1,DIAPH1,EGR1,IRAK1,MAPK9,PRKCA	
Hepatic Cholestasis	6.4E-01	0.3779644730092272	3.56E-02	CALML5,INSR,IRAK1,IRF3,MAPK9,NFKBIA,PPP3CA,PRKCA	
SUMOylation of SUMOylation proteins	6.4E-01		5.71E-02	NUP107,SEC13	
Transcriptional Regulation by NPAS4	6.4E-01		5.71E-02	AGO2,PLK2	
Antioxidant Action of Vitamin C	6.51E-01		4.00E-02	MAPK9,NFKBIA,PLAAT3,PLCD3,PNPLA2	
DNA methylation	6.52E-01		4.76E-02	H2AC20,H2BC12,H3-3B	
Post-translational modification: synthesis of GPI-anchored proteins	6.56E-01	-2.0	4.30E-02	GPAA1,LY6E,NRN1,PIGU	
Chaperone Mediated Autophagy Signaling Pathway	6.57E-01	-1.885618083164127	3.13E-02	APP,ATP6V0C,CCND1,EEF1A1,HSPA1A,HSPA5,HSPA8,MMP1,NFKBIA,PARK7,PPP3CA,PSMA2,PSMA3,PSMA6,PSMA7,PSMB3,PSMB4,PSMB6,PSMB8,SNX10	
4-1BB Signaling in T Lymphocytes	6.59E-01		5.88E-02	MAPK9,NFKBIA	
Fatty Acid β-oxidation I	6.59E-01		5.88E-02	ECHS1,ECI2	
Lipophagy	6.77E-01		1.11E-01	HSPA8	
Malate-aspartate shuttle	6.77E-01		1.11E-01	MDH1	
Inhibition of Angiogenesis by TSP1	6.78E-01		6.06E-02	MAPK9,TGFBR2	
MAPK targets/ Nuclear events mediated by MAP kinases	6.78E-01		6.06E-02	MAPK9,PPP2R1A	
Ceramide Signaling	6.78E-01	-2.0	4.40E-02	BAD,CTSD,PPP2R1A,PTPA	
G-protein beta:gamma signalling	6.98E-01		6.25E-02	GNB4,PAK1	
RHO GTPases activate IQGAPs	6.98E-01		6.25E-02	TUBA1B,TUBB2A	
RIPK1-mediated regulated necrosis	6.98E-01		6.25E-02	FADD,UBC	
3-phosphoinositide Biosynthesis	7.02E-01	-1.6329931618554523	3.70E-02	CDC25B,MTMR2,PAWR,PPP1CB,PPP2R1A,PPP3CA,PTPA,PTPN2	
Ion channel transport	7.05E-01	0.3779644730092272	3.83E-02	ANO1,ATP6V0C,CAMK2G,CLCN3,FXYD3,TTYH3,UBC	
Polyamine Regulation in Colon Cancer	7.07E-01		5.08E-02	CSNK2A1,SLC3A2,SRM	
Signaling by ERBB4	7.07E-01		5.08E-02	STMN1,UBC,YAP1	
Bladder Cancer Signaling	7.08E-01		4.20E-02	CCND1,CDK4,CDKN1A,FGFR3,MMP1	
PAK Signaling	7.18E-01	0.0	4.24E-02	CFL1,ITGB1,MAPK9,PAK1,PTK2	
Glutamate binding, activation of AMPA receptors and synaptic plasticity	7.19E-01		6.45E-02	CAMK2G,PRKCA	
MyD88 dependent cascade initiated on endosome	7.19E-01		6.45E-02	IRAK1,UBC	
Transcriptional regulation of brown and beige adipocyte differentiation	7.19E-01		6.45E-02	CHD3,RBBP7	
Role of IL-17A in Arthritis	7.22E-01		5.17E-02	MAPK9,MMP1,NFKBIA	
Glycosphingolipid transport	7.23E-01		1.25E-01	GLTP	
Superoxide Radicals Degradation	7.23E-01		1.25E-01	NQO1	
TRAIL signaling	7.23E-01		1.25E-01	FADD	
Meiotic recombination	7.24E-01	-1.0	4.60E-02	CDK4,H2AC20,H2BC12,H3-3B	
Circadian Rhythm Signaling	7.3E-01		3.60E-02	ATF4,CAMK2G,CSNK2A1,EIF4EBP1,FBXL3,GNB4,H3-3B,HSF1,PLCD3,PRKCA	
PIP3 activates AKT signaling	7.3E-01	-0.8164965809277261	4.05E-02	BAD,CDKN1A,FGFR3,INSR,IRAK1,PPP2R1A	
Prostate Cancer Signaling	7.39E-01	0.4472135954999579	4.31E-02	ATF4,BAD,CCND1,CDKN1A,NFKBIA	
Endocannabinoid Cancer Inhibition Pathway	7.39E-01	0.4472135954999579	4.08E-02	ATF4,BAD,CASP4,CCND1,CDKN1A,PTK2	
Protein ubiquitination	7.41E-01		6.67E-02	UBC,UBE2T	
Regulation of CDH11 Expression and Function	7.41E-01		6.67E-02	AGO2,JUP	
Regulation of TP53 Activity through Acetylation	7.41E-01		6.67E-02	CHD3,RBBP7	
Signaling by NTRK3 (TRKC)	7.41E-01		6.67E-02	CASP4,NELFB	
LPS-stimulated MAPK Signaling	7.49E-01	2.0	4.71E-02	MAPK9,NFKBIA,PAK1,PRKCA	
Role of MAPK Signaling in the Pathogenesis of Influenza	7.49E-01		4.71E-02	MAPK9,PLAAT3,PNPLA2,PRKCA	
Sleep NREM Signaling Pathway	7.49E-01	1.3416407864998738	4.35E-02	ATF4,CAMK2G,PRKCA,SFN,YWHAZ	
Superpathway of Inositol Phosphate Compounds	7.51E-01	-1.889822365046136	3.72E-02	CDC25B,MTMR2,PAWR,PLCD3,PPP1CB,PPP2R1A,PPP3CA,PTPA,PTPN2	
